userId,courseId,title,proficiency_level,updated_year,updated_month,updated_day
54,9,HTML & CSS: The Complete Guide,Intermediate,2024,9,19
54,9,HTML & CSS: The Complete Guide,Intermediate,2024,9,14
54,9,HTML & CSS: The Complete Guide,Intermediate,2024,9,21
54,11,Node.js for Scalable Network Applications,Advanced,2024,9,12
54,13,TypeScript for Large Applications,Intermediate,2024,9,21
54,13,TypeScript for Large Applications,Intermediate,2024,8,29
54,16,Machine Learning with Python,Intermediate,2024,9,4
54,17,Data Analysis Techniques for Business Insights,Beginner,2024,9,14
54,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2024,8,26
54,28,Effective Communication in HR,Advanced,2024,9,19
55,3,SQL for Data Management,Advanced,2024,5,18
55,5,Advanced C# Techniques,Advanced,2023,10,20
55,7,Go: A Comprehensive Guide,Advanced,2023,9,28
55,8,Building Web Applications with Django,Beginner,2024,9,30
55,9,HTML & CSS: The Complete Guide,Intermediate,2023,10,3
55,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,20
55,20,Azure Cloud Fundamentals,Beginner,2023,10,26
55,20,Azure Cloud Fundamentals,Beginner,2023,10,12
55,23,Cloud Security: Best Practices for IT,Beginner,2023,10,14
55,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,10,17
55,25,IT Project Management Fundamentals,Advanced,2023,10,6
55,28,Effective Communication in HR,Advanced,2024,1,4
55,29,Talent Management Strategies in the Digital Age,Beginner,2023,10,4
56,1,Java Programming Essentials,Beginner,2020,4,29
56,1,Java Programming Essentials,Beginner,2020,4,20
56,1,Java Programming Essentials,Beginner,2020,5,20
56,4,C Programming for Beginners,Beginner,2021,12,6
56,5,Advanced C# Techniques,Advanced,2021,3,8
56,5,Advanced C# Techniques,Advanced,2021,3,4
56,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
56,16,Machine Learning with Python,Intermediate,2020,6,14
56,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,25
56,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
57,5,Advanced C# Techniques,Advanced,2022,2,25
57,6,C++ for Game Development,Intermediate,2024,1,4
57,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,2,21
57,13,TypeScript for Large Applications,Intermediate,2022,3,2
57,17,Data Analysis Techniques for Business Insights,Beginner,2022,2,20
57,23,Cloud Security: Best Practices for IT,Beginner,2023,9,24
57,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,3,3
57,28,Effective Communication in HR,Advanced,2024,2,28
58,4,C Programming for Beginners,Beginner,2021,10,21
58,5,Advanced C# Techniques,Advanced,2021,2,24
58,10,JavaScript Fundamentals,Intermediate,2024,7,10
58,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
58,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
58,13,TypeScript for Large Applications,Intermediate,2020,7,4
58,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
58,26,Agile Methodologies for HR and IT,Advanced,2023,11,29
58,30,Building a Diverse Workplace Culture,Intermediate,2021,3,6
59,1,Java Programming Essentials,Beginner,2023,7,9
59,14,Python for Data Analysis,Beginner,2023,6,24
59,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2023,6,29
59,21,Power BI for Data Visualization,Advanced,2023,7,17
59,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,16
60,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,15
60,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
60,11,Node.js for Scalable Network Applications,Advanced,2022,12,19
60,16,Machine Learning with Python,Intermediate,2020,6,4
60,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
60,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,9,22
60,28,Effective Communication in HR,Advanced,2024,1,14
61,2,Mastering Java Swing for Desktop Applications,Beginner,2023,11,17
61,4,C Programming for Beginners,Beginner,2023,11,2
61,6,C++ for Game Development,Intermediate,2024,1,20
61,11,Node.js for Scalable Network Applications,Advanced,2023,10,22
61,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2023,11,11
61,16,Machine Learning with Python,Intermediate,2023,10,18
61,19,Snowflake Essentials: Data Warehousing,Intermediate,2023,10,28
61,22,Data Structures and Algorithms in Java,Beginner,2023,11,8
61,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,10,29
61,28,Effective Communication in HR,Advanced,2024,1,2
61,28,Effective Communication in HR,Advanced,2024,2,7
61,28,Effective Communication in HR,Advanced,2024,3,10
62,1,Java Programming Essentials,Beginner,2023,12,4
62,5,Advanced C# Techniques,Advanced,2023,12,5
62,6,C++ for Game Development,Intermediate,2024,1,5
62,17,Data Analysis Techniques for Business Insights,Beginner,2023,12,9
62,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
62,21,Power BI for Data Visualization,Advanced,2023,12,22
62,23,Cloud Security: Best Practices for IT,Beginner,2023,12,4
62,25,IT Project Management Fundamentals,Advanced,2023,12,14
63,1,Java Programming Essentials,Beginner,2020,4,18
63,3,SQL for Data Management,Advanced,2024,5,10
63,7,Go: A Comprehensive Guide,Advanced,2022,9,9
63,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
63,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,14
63,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,7
63,23,Cloud Security: Best Practices for IT,Beginner,2023,9,21
63,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
63,25,IT Project Management Fundamentals,Advanced,2023,1,23
64,6,C++ for Game Development,Intermediate,2024,1,4
64,7,Go: A Comprehensive Guide,Advanced,2022,8,24
64,8,Building Web Applications with Django,Beginner,2024,9,29
64,10,JavaScript Fundamentals,Intermediate,2024,8,3
64,21,Power BI for Data Visualization,Advanced,2021,3,21
64,21,Power BI for Data Visualization,Advanced,2021,3,27
64,22,Data Structures and Algorithms in Java,Beginner,2022,7,28
64,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,27
65,2,Mastering Java Swing for Desktop Applications,Beginner,2022,10,4
65,3,SQL for Data Management,Advanced,2024,5,18
65,16,Machine Learning with Python,Intermediate,2022,9,27
65,17,Data Analysis Techniques for Business Insights,Beginner,2022,9,27
65,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,5
65,20,Azure Cloud Fundamentals,Beginner,2022,9,27
65,23,Cloud Security: Best Practices for IT,Beginner,2023,9,24
65,28,Effective Communication in HR,Advanced,2024,1,22
65,28,Effective Communication in HR,Advanced,2024,2,10
66,1,Java Programming Essentials,Beginner,2022,12,1
66,5,Advanced C# Techniques,Advanced,2022,11,22
66,20,Azure Cloud Fundamentals,Beginner,2022,11,16
66,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
66,30,Building a Diverse Workplace Culture,Intermediate,2022,12,7
67,1,Java Programming Essentials,Beginner,2020,4,18
67,4,C Programming for Beginners,Beginner,2021,10,7
67,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
67,10,JavaScript Fundamentals,Intermediate,2024,7,26
67,14,Python for Data Analysis,Beginner,2022,4,21
67,16,Machine Learning with Python,Intermediate,2020,5,27
67,16,Machine Learning with Python,Intermediate,2020,7,26
67,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,11,2
67,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
67,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,22
67,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,11
67,28,Effective Communication in HR,Advanced,2024,1,2
67,28,Effective Communication in HR,Advanced,2024,1,10
67,28,Effective Communication in HR,Advanced,2024,1,4
67,30,Building a Diverse Workplace Culture,Intermediate,2021,2,13
68,1,Java Programming Essentials,Beginner,2022,6,18
68,1,Java Programming Essentials,Beginner,2022,6,23
68,2,Mastering Java Swing for Desktop Applications,Beginner,2022,6,28
68,4,C Programming for Beginners,Beginner,2022,6,21
68,5,Advanced C# Techniques,Advanced,2022,7,6
68,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,6,28
68,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,7,14
68,16,Machine Learning with Python,Intermediate,2022,7,6
69,1,Java Programming Essentials,Beginner,2020,4,18
69,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
69,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,28
69,9,HTML & CSS: The Complete Guide,Intermediate,2020,5,7
69,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
69,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,12
69,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,7
69,22,Data Structures and Algorithms in Java,Beginner,2022,8,16
69,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,11
69,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,19
70,1,Java Programming Essentials,Beginner,2020,4,18
70,3,SQL for Data Management,Advanced,2024,5,10
70,5,Advanced C# Techniques,Advanced,2021,3,7
70,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,1
70,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
70,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,1,13
70,14,Python for Data Analysis,Beginner,2022,4,14
70,23,Cloud Security: Best Practices for IT,Beginner,2023,10,2
70,25,IT Project Management Fundamentals,Advanced,2023,2,7
71,5,Advanced C# Techniques,Advanced,2021,2,24
71,16,Machine Learning with Python,Intermediate,2020,6,8
72,9,HTML & CSS: The Complete Guide,Intermediate,2022,4,15
72,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,4,5
72,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,4,14
72,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,4,29
72,17,Data Analysis Techniques for Business Insights,Beginner,2022,4,8
72,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,28
72,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,9
73,2,Mastering Java Swing for Desktop Applications,Beginner,2024,9,14
73,2,Mastering Java Swing for Desktop Applications,Beginner,2024,10,11
73,4,C Programming for Beginners,Beginner,2024,9,11
73,4,C Programming for Beginners,Beginner,2024,9,21
73,5,Advanced C# Techniques,Advanced,2024,10,1
73,8,Building Web Applications with Django,Beginner,2024,10,7
73,9,HTML & CSS: The Complete Guide,Intermediate,2024,10,2
73,13,TypeScript for Large Applications,Intermediate,2024,10,8
73,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2024,9,22
73,16,Machine Learning with Python,Intermediate,2024,9,22
73,20,Azure Cloud Fundamentals,Beginner,2024,10,2
73,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2024,9,11
73,25,IT Project Management Fundamentals,Advanced,2024,9,19
73,28,Effective Communication in HR,Advanced,2024,9,15
74,4,C Programming for Beginners,Beginner,2022,1,30
74,5,Advanced C# Techniques,Advanced,2022,2,4
74,8,Building Web Applications with Django,Beginner,2024,9,26
74,10,JavaScript Fundamentals,Intermediate,2024,7,25
74,10,JavaScript Fundamentals,Intermediate,2024,8,9
74,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,2,11
74,13,TypeScript for Large Applications,Intermediate,2022,1,26
74,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,1,22
74,16,Machine Learning with Python,Intermediate,2022,1,31
74,16,Machine Learning with Python,Intermediate,2022,2,6
74,17,Data Analysis Techniques for Business Insights,Beginner,2022,1,24
74,17,Data Analysis Techniques for Business Insights,Beginner,2022,1,31
74,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,11
74,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,18
75,1,Java Programming Essentials,Beginner,2020,4,21
75,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,30
75,4,C Programming for Beginners,Beginner,2021,10,7
75,6,C++ for Game Development,Intermediate,2024,1,4
75,7,Go: A Comprehensive Guide,Advanced,2022,9,5
75,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
75,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,2,14
75,13,TypeScript for Large Applications,Intermediate,2020,8,11
75,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,22
75,23,Cloud Security: Best Practices for IT,Beginner,2023,10,14
75,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,26
75,25,IT Project Management Fundamentals,Advanced,2023,1,23
75,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
76,1,Java Programming Essentials,Beginner,2020,8,16
76,9,HTML & CSS: The Complete Guide,Intermediate,2020,7,27
76,9,HTML & CSS: The Complete Guide,Intermediate,2020,8,6
76,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,28
76,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,26
76,16,Machine Learning with Python,Intermediate,2020,8,15
76,20,Azure Cloud Fundamentals,Beginner,2021,11,4
76,28,Effective Communication in HR,Advanced,2024,1,6
76,30,Building a Diverse Workplace Culture,Intermediate,2021,4,8
77,1,Java Programming Essentials,Beginner,2021,1,15
77,4,C Programming for Beginners,Beginner,2021,10,7
77,10,JavaScript Fundamentals,Intermediate,2024,7,10
77,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,2,12
77,17,Data Analysis Techniques for Business Insights,Beginner,2020,12,30
77,17,Data Analysis Techniques for Business Insights,Beginner,2021,1,10
77,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,26
77,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,1
77,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,15
77,28,Effective Communication in HR,Advanced,2024,1,2
78,1,Java Programming Essentials,Beginner,2022,9,17
78,4,C Programming for Beginners,Beginner,2022,9,18
78,10,JavaScript Fundamentals,Intermediate,2024,8,27
78,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,9,26
78,13,TypeScript for Large Applications,Intermediate,2022,9,26
78,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,10,3
78,16,Machine Learning with Python,Intermediate,2022,9,20
78,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,19
78,25,IT Project Management Fundamentals,Advanced,2023,2,9
79,1,Java Programming Essentials,Beginner,2020,4,20
79,1,Java Programming Essentials,Beginner,2020,5,8
79,5,Advanced C# Techniques,Advanced,2021,3,9
79,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,29
79,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,9
79,10,JavaScript Fundamentals,Intermediate,2024,7,10
79,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,1,7
79,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,24
79,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,22
79,20,Azure Cloud Fundamentals,Beginner,2021,11,2
79,26,Agile Methodologies for HR and IT,Advanced,2023,12,6
79,28,Effective Communication in HR,Advanced,2024,1,21
79,30,Building a Diverse Workplace Culture,Intermediate,2021,3,5
80,1,Java Programming Essentials,Beginner,2020,10,12
80,4,C Programming for Beginners,Beginner,2021,10,7
80,4,C Programming for Beginners,Beginner,2021,10,31
80,10,JavaScript Fundamentals,Intermediate,2024,8,18
80,13,TypeScript for Large Applications,Intermediate,2020,10,10
80,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
80,28,Effective Communication in HR,Advanced,2024,1,2
81,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,12
81,8,Building Web Applications with Django,Beginner,2024,9,26
81,8,Building Web Applications with Django,Beginner,2024,11,1
81,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,31
81,10,JavaScript Fundamentals,Intermediate,2024,8,15
81,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,30
81,16,Machine Learning with Python,Intermediate,2020,6,28
81,20,Azure Cloud Fundamentals,Beginner,2021,11,18
81,23,Cloud Security: Best Practices for IT,Beginner,2023,10,12
82,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,23
82,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,18
82,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,11
82,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,21
82,3,SQL for Data Management,Advanced,2024,7,1
82,9,HTML & CSS: The Complete Guide,Intermediate,2021,8,3
82,10,JavaScript Fundamentals,Intermediate,2024,7,26
82,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,20
82,13,TypeScript for Large Applications,Intermediate,2021,8,14
82,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,18
82,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,17
82,23,Cloud Security: Best Practices for IT,Beginner,2023,9,22
83,2,Mastering Java Swing for Desktop Applications,Beginner,2022,3,16
83,5,Advanced C# Techniques,Advanced,2022,3,7
83,6,C++ for Game Development,Intermediate,2024,1,18
83,9,HTML & CSS: The Complete Guide,Intermediate,2022,4,1
83,16,Machine Learning with Python,Intermediate,2022,3,25
83,23,Cloud Security: Best Practices for IT,Beginner,2023,11,3
83,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,31
83,25,IT Project Management Fundamentals,Advanced,2023,3,16
84,1,Java Programming Essentials,Beginner,2024,9,27
84,9,HTML & CSS: The Complete Guide,Intermediate,2024,10,14
84,10,JavaScript Fundamentals,Intermediate,2024,10,2
84,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2024,10,13
84,16,Machine Learning with Python,Intermediate,2024,10,1
85,1,Java Programming Essentials,Beginner,2022,3,28
85,6,C++ for Game Development,Intermediate,2024,1,12
85,9,HTML & CSS: The Complete Guide,Intermediate,2022,3,15
85,14,Python for Data Analysis,Beginner,2022,4,14
85,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,4,1
85,16,Machine Learning with Python,Intermediate,2022,3,19
85,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
85,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,5
85,26,Agile Methodologies for HR and IT,Advanced,2023,12,9
85,28,Effective Communication in HR,Advanced,2024,1,8
86,3,SQL for Data Management,Advanced,2024,5,10
86,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,9
86,16,Machine Learning with Python,Intermediate,2020,5,29
86,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,24
86,21,Power BI for Data Visualization,Advanced,2021,4,5
86,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
86,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,24
86,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,19
86,30,Building a Diverse Workplace Culture,Intermediate,2021,2,17
87,5,Advanced C# Techniques,Advanced,2024,9,8
87,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2024,8,23
87,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2024,8,26
87,19,Snowflake Essentials: Data Warehousing,Intermediate,2024,8,13
87,23,Cloud Security: Best Practices for IT,Beginner,2024,9,5
87,29,Talent Management Strategies in the Digital Age,Beginner,2024,8,29
88,4,C Programming for Beginners,Beginner,2024,5,23
88,13,TypeScript for Large Applications,Intermediate,2024,5,24
88,17,Data Analysis Techniques for Business Insights,Beginner,2024,5,30
88,19,Snowflake Essentials: Data Warehousing,Intermediate,2024,6,11
88,19,Snowflake Essentials: Data Warehousing,Intermediate,2024,5,16
88,21,Power BI for Data Visualization,Advanced,2024,6,9
88,22,Data Structures and Algorithms in Java,Beginner,2024,5,15
88,23,Cloud Security: Best Practices for IT,Beginner,2024,5,26
88,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2024,5,15
89,16,Machine Learning with Python,Intermediate,2022,8,27
89,20,Azure Cloud Fundamentals,Beginner,2022,9,6
89,22,Data Structures and Algorithms in Java,Beginner,2022,9,7
89,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
89,23,Cloud Security: Best Practices for IT,Beginner,2023,10,22
89,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,15
89,29,Talent Management Strategies in the Digital Age,Beginner,2022,8,13
89,29,Talent Management Strategies in the Digital Age,Beginner,2022,9,4
90,1,Java Programming Essentials,Beginner,2020,8,18
90,1,Java Programming Essentials,Beginner,2020,8,17
90,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,13
90,3,SQL for Data Management,Advanced,2024,5,10
90,3,SQL for Data Management,Advanced,2024,6,3
90,6,C++ for Game Development,Intermediate,2024,2,7
90,8,Building Web Applications with Django,Beginner,2024,10,12
90,9,HTML & CSS: The Complete Guide,Intermediate,2020,9,6
90,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
90,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,9
90,13,TypeScript for Large Applications,Intermediate,2020,8,18
90,14,Python for Data Analysis,Beginner,2022,6,13
90,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,27
90,17,Data Analysis Techniques for Business Insights,Beginner,2020,9,6
90,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
90,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
90,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
90,28,Effective Communication in HR,Advanced,2024,3,18
90,30,Building a Diverse Workplace Culture,Intermediate,2021,3,4
91,3,SQL for Data Management,Advanced,2024,5,25
91,4,C Programming for Beginners,Beginner,2022,1,22
91,16,Machine Learning with Python,Intermediate,2022,1,10
91,17,Data Analysis Techniques for Business Insights,Beginner,2022,1,7
91,17,Data Analysis Techniques for Business Insights,Beginner,2022,1,15
91,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,9
91,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,3
91,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,5
91,20,Azure Cloud Fundamentals,Beginner,2022,1,8
91,22,Data Structures and Algorithms in Java,Beginner,2022,8,31
91,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
91,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,2,3
92,3,SQL for Data Management,Advanced,2024,5,10
92,9,HTML & CSS: The Complete Guide,Intermediate,2022,4,2
92,17,Data Analysis Techniques for Business Insights,Beginner,2022,4,6
92,23,Cloud Security: Best Practices for IT,Beginner,2023,10,6
93,3,SQL for Data Management,Advanced,2024,5,19
93,5,Advanced C# Techniques,Advanced,2022,10,28
93,9,HTML & CSS: The Complete Guide,Intermediate,2022,11,9
93,14,Python for Data Analysis,Beginner,2022,11,4
93,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,5
93,23,Cloud Security: Best Practices for IT,Beginner,2023,10,7
93,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,30
93,25,IT Project Management Fundamentals,Advanced,2023,1,26
93,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,11,3
93,28,Effective Communication in HR,Advanced,2024,1,2
93,29,Talent Management Strategies in the Digital Age,Beginner,2022,10,28
94,1,Java Programming Essentials,Beginner,2021,8,17
94,1,Java Programming Essentials,Beginner,2021,7,27
94,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,18
94,3,SQL for Data Management,Advanced,2024,5,26
94,5,Advanced C# Techniques,Advanced,2021,8,10
94,8,Building Web Applications with Django,Beginner,2024,10,4
94,8,Building Web Applications with Django,Beginner,2024,10,24
94,10,JavaScript Fundamentals,Intermediate,2024,7,10
94,16,Machine Learning with Python,Intermediate,2021,8,22
94,17,Data Analysis Techniques for Business Insights,Beginner,2021,8,23
94,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,8
94,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
94,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,8,19
95,16,Machine Learning with Python,Intermediate,2020,5,27
95,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,2
95,28,Effective Communication in HR,Advanced,2024,1,2
96,6,C++ for Game Development,Intermediate,2024,1,4
96,6,C++ for Game Development,Intermediate,2024,1,7
96,9,HTML & CSS: The Complete Guide,Intermediate,2022,10,7
96,10,JavaScript Fundamentals,Intermediate,2024,8,11
96,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,9,12
96,20,Azure Cloud Fundamentals,Beginner,2022,10,1
96,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,20
96,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,9,16
97,1,Java Programming Essentials,Beginner,2020,8,3
97,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,28
97,4,C Programming for Beginners,Beginner,2021,10,7
97,4,C Programming for Beginners,Beginner,2021,12,6
97,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,26
97,13,TypeScript for Large Applications,Intermediate,2020,8,3
97,17,Data Analysis Techniques for Business Insights,Beginner,2020,8,16
97,22,Data Structures and Algorithms in Java,Beginner,2022,8,15
97,23,Cloud Security: Best Practices for IT,Beginner,2023,10,6
97,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
98,1,Java Programming Essentials,Beginner,2020,5,14
98,10,JavaScript Fundamentals,Intermediate,2024,8,11
98,11,Node.js for Scalable Network Applications,Advanced,2022,12,1
98,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
98,23,Cloud Security: Best Practices for IT,Beginner,2023,9,17
98,25,IT Project Management Fundamentals,Advanced,2023,1,23
99,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,12
99,7,Go: A Comprehensive Guide,Advanced,2022,8,24
99,9,HTML & CSS: The Complete Guide,Intermediate,2020,9,13
99,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
99,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,1,1
99,13,TypeScript for Large Applications,Intermediate,2020,9,13
99,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,22
99,20,Azure Cloud Fundamentals,Beginner,2022,1,17
99,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,15
100,1,Java Programming Essentials,Beginner,2020,4,18
100,1,Java Programming Essentials,Beginner,2020,5,4
100,1,Java Programming Essentials,Beginner,2020,5,21
100,6,C++ for Game Development,Intermediate,2024,1,4
100,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,25
100,11,Node.js for Scalable Network Applications,Advanced,2022,12,15
100,11,Node.js for Scalable Network Applications,Advanced,2022,12,21
100,23,Cloud Security: Best Practices for IT,Beginner,2023,10,1
100,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
101,1,Java Programming Essentials,Beginner,2021,7,30
101,7,Go: A Comprehensive Guide,Advanced,2022,9,10
101,9,HTML & CSS: The Complete Guide,Intermediate,2021,7,8
101,28,Effective Communication in HR,Advanced,2024,1,12
101,29,Talent Management Strategies in the Digital Age,Beginner,2022,8,13
102,2,Mastering Java Swing for Desktop Applications,Beginner,2024,5,18
102,3,SQL for Data Management,Advanced,2024,5,11
102,6,C++ for Game Development,Intermediate,2024,5,6
102,9,HTML & CSS: The Complete Guide,Intermediate,2024,5,26
102,9,HTML & CSS: The Complete Guide,Intermediate,2024,5,17
102,16,Machine Learning with Python,Intermediate,2024,5,14
102,19,Snowflake Essentials: Data Warehousing,Intermediate,2024,5,15
102,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2024,5,8
102,25,IT Project Management Fundamentals,Advanced,2024,5,28
103,3,SQL for Data Management,Advanced,2024,5,14
103,5,Advanced C# Techniques,Advanced,2021,4,25
103,7,Go: A Comprehensive Guide,Advanced,2022,10,1
103,13,TypeScript for Large Applications,Intermediate,2020,7,2
