id,courseId,userId,chapters_completed,percentage_completed,certificate,updated_day,updated_month,updated_year,progress_category
3067,3,35,10,100.0,deep.pdf,26,5,2024,Completed
3068,3,35,10,100.0,the.pdf,16,5,2024,Completed
3069,3,35,10,100.0,laugh.pdf,23,6,2024,Completed
3070,4,35,5,33.33333333333333,,7,10,2021,In Progress
3071,4,35,14,93.33333333333331,,19,10,2021,In Progress
3072,4,35,9,60.0,,17,10,2021,In Progress
3073,5,35,2,28.57142857142857,,24,2,2021,In Progress
3074,5,35,1,14.285714285714285,,5,3,2021,In Progress
3075,5,35,3,42.85714285714285,,20,3,2021,In Progress
3076,5,35,5,71.42857142857143,,25,4,2021,In Progress
3077,5,35,2,28.57142857142857,,9,4,2021,In Progress
3078,6,35,14,82.35294117647058,,4,1,2024,In Progress
3079,6,35,4,23.52941176470588,,19,1,2024,In Progress
3080,6,35,9,52.94117647058824,,14,1,2024,In Progress
3081,6,35,9,52.94117647058824,,1,3,2024,In Progress
3082,7,35,2,12.5,,24,8,2022,In Progress
3083,7,35,16,100.0,west.pdf,11,9,2022,Completed
3084,8,35,12,80.0,,26,9,2024,In Progress
3085,8,35,8,53.333333333333336,,5,10,2024,In Progress
3086,8,35,12,80.0,,28,10,2024,In Progress
3087,9,35,4,80.0,,3,8,2020,In Progress
3088,9,35,1,20.0,,2,8,2020,In Progress
3089,9,35,2,40.0,,31,7,2020,In Progress
3090,9,35,5,100.0,necessary.pdf,2,8,2020,Completed
3091,9,35,4,80.0,,17,8,2020,In Progress
3092,10,35,8,61.53846153846154,,10,7,2024,In Progress
3093,10,35,5,38.46153846153847,,12,7,2024,In Progress
3094,10,35,2,15.384615384615383,,28,7,2024,In Progress
3095,11,35,5,38.46153846153847,,27,11,2022,In Progress
3096,11,35,10,76.92307692307693,,17,12,2022,In Progress
3097,11,35,4,30.76923076923077,,21,12,2022,In Progress
3098,12,35,1,12.5,,8,12,2021,In Progress
3099,12,35,7,87.5,,11,12,2021,In Progress
3100,13,35,6,66.66666666666666,,2,8,2020,In Progress
3101,14,35,18,90.0,,14,4,2022,In Progress
3102,14,35,18,90.0,,1,5,2022,In Progress
3103,14,35,11,55.00000000000001,,30,4,2022,In Progress
3104,14,35,8,40.0,,1,6,2022,In Progress
3105,15,35,5,35.714285714285715,,18,12,2021,In Progress
3106,16,35,2,28.57142857142857,,15,8,2020,In Progress
3107,16,35,4,57.14285714285714,,12,8,2020,In Progress
3108,16,35,7,100.0,entire.pdf,2,8,2020,Completed
3109,16,35,2,28.57142857142857,,31,7,2020,In Progress
3110,16,35,7,100.0,toward.pdf,29,7,2020,Completed
3111,17,35,2,22.22222222222222,,19,8,2020,In Progress
3112,17,35,9,100.0,phone.pdf,1,8,2020,Completed
3113,17,35,7,77.77777777777779,,27,7,2020,In Progress
3114,18,35,2,18.181818181818183,,24,4,2024,In Progress
3115,19,35,11,73.33333333333333,,1,10,2022,In Progress
3116,20,35,10,66.66666666666666,,2,11,2021,In Progress
3117,21,35,5,31.25,,21,3,2021,In Progress
3118,21,35,10,62.5,,4,4,2021,In Progress
3119,21,35,8,50.0,,22,4,2021,In Progress
3120,21,35,13,81.25,,14,5,2021,In Progress
3121,21,35,6,37.5,,5,6,2021,In Progress
3122,22,35,11,78.57142857142857,,28,7,2022,In Progress
3123,22,35,4,28.57142857142857,,3,8,2022,In Progress
3124,22,35,10,71.42857142857143,,7,8,2022,In Progress
3125,22,35,3,21.428571428571427,,6,8,2022,In Progress
3126,23,35,7,77.77777777777779,,16,9,2023,In Progress
3127,23,35,1,11.11111111111111,,20,9,2023,In Progress
3128,23,35,6,66.66666666666666,,24,10,2023,In Progress
3129,24,35,6,100.0,both.pdf,12,7,2023,Completed
3130,24,35,3,50.0,,21,7,2023,In Progress
3131,25,35,14,93.33333333333331,,23,1,2023,In Progress
3132,26,35,3,21.428571428571427,,23,11,2023,In Progress
3133,26,35,7,50.0,,2,12,2023,In Progress
3134,26,35,5,35.714285714285715,,21,12,2023,In Progress
3135,27,35,10,100.0,social.pdf,11,1,2021,Completed
3136,28,35,2,33.33333333333333,,2,1,2024,In Progress
3137,28,35,3,50.0,,3,1,2024,In Progress
3138,28,35,3,50.0,,18,1,2024,In Progress
3139,28,35,5,83.33333333333334,,11,1,2024,In Progress
3140,28,35,2,33.33333333333333,,30,1,2024,In Progress
3141,29,35,7,38.88888888888889,,13,8,2022,In Progress
3142,30,35,13,72.22222222222221,,13,2,2021,In Progress
3143,30,35,7,38.88888888888889,,20,2,2021,In Progress
3144,30,35,8,44.44444444444444,,17,3,2021,In Progress
3145,1,36,1,20.0,,8,10,2023,In Progress
3146,1,36,3,60.0,,30,9,2023,In Progress
3147,1,36,4,80.0,,19,9,2023,In Progress
3148,1,36,1,20.0,,13,9,2023,In Progress
3149,2,36,5,55.55555555555556,,13,9,2023,In Progress
3150,2,36,7,77.77777777777779,,3,10,2023,In Progress
3151,3,36,3,30.0,,10,5,2024,In Progress
3152,3,36,9,90.0,,14,5,2024,In Progress
3153,3,36,7,70.0,,17,6,2024,In Progress
3154,3,36,5,50.0,,9,7,2024,In Progress
3155,4,36,13,86.66666666666667,,17,9,2023,In Progress
3156,4,36,4,26.666666666666668,,3,10,2023,In Progress
3157,4,36,11,73.33333333333333,,9,10,2023,In Progress
3158,4,36,7,46.66666666666666,,28,9,2023,In Progress
3159,4,36,10,66.66666666666666,,5,10,2023,In Progress
3160,5,36,6,85.71428571428571,,6,10,2023,In Progress
3161,5,36,4,57.14285714285714,,30,9,2023,In Progress
3162,5,36,1,14.285714285714285,,8,10,2023,In Progress
3163,5,36,3,42.85714285714285,,14,9,2023,In Progress
3164,6,36,10,58.82352941176471,,4,1,2024,In Progress
3165,7,36,12,75.0,,9,10,2023,In Progress
3166,7,36,5,31.25,,23,9,2023,In Progress
3167,7,36,14,87.5,,27,9,2023,In Progress
3168,7,36,10,62.5,,30,9,2023,In Progress
3169,8,36,9,60.0,,26,9,2024,In Progress
3170,8,36,13,86.66666666666667,,6,10,2024,In Progress
3171,8,36,2,13.333333333333334,,1,11,2024,In Progress
3172,9,36,1,20.0,,16,9,2023,In Progress
3173,9,36,3,60.0,,22,9,2023,In Progress
3174,9,36,3,60.0,,22,9,2023,In Progress
3175,10,36,10,76.92307692307693,,10,7,2024,In Progress
3176,10,36,7,53.84615384615385,,23,7,2024,In Progress
3177,10,36,11,84.61538461538461,,22,7,2024,In Progress
3178,10,36,9,69.23076923076923,,25,7,2024,In Progress
3179,11,36,1,7.6923076923076925,,8,10,2023,In Progress
3180,12,36,4,50.0,,30,9,2023,In Progress
3181,12,36,6,75.0,,3,10,2023,In Progress
3182,12,36,5,62.5,,17,9,2023,In Progress
3183,13,36,2,22.22222222222222,,15,9,2023,In Progress
3184,13,36,3,33.33333333333333,,2,10,2023,In Progress
3185,13,36,2,22.22222222222222,,20,9,2023,In Progress
3186,14,36,15,75.0,,3,10,2023,In Progress
3187,14,36,3,15.0,,18,9,2023,In Progress
3188,14,36,17,85.0,,10,10,2023,In Progress
3189,15,36,12,85.71428571428571,,22,9,2023,In Progress
3190,15,36,6,42.85714285714285,,13,10,2023,In Progress
3191,15,36,7,50.0,,21,9,2023,In Progress
3192,16,36,3,42.85714285714285,,8,10,2023,In Progress
3193,16,36,5,71.42857142857143,,23,9,2023,In Progress
3194,17,36,4,44.44444444444444,,2,10,2023,In Progress
3195,17,36,5,55.55555555555556,,10,10,2023,In Progress
3196,17,36,9,100.0,treat.pdf,13,9,2023,Completed
3197,17,36,7,77.77777777777779,,19,9,2023,In Progress
3198,17,36,7,77.77777777777779,,24,9,2023,In Progress
3199,18,36,11,100.0,choose.pdf,24,4,2024,Completed
3200,19,36,2,13.333333333333334,,18,9,2023,In Progress
3201,20,36,15,100.0,compare.pdf,18,9,2023,Completed
3202,20,36,14,93.33333333333331,,25,9,2023,In Progress
3203,21,36,13,81.25,,27,9,2023,In Progress
3204,21,36,5,31.25,,17,9,2023,In Progress
3205,22,36,13,92.85714285714286,,13,9,2023,In Progress
3206,22,36,10,71.42857142857143,,15,9,2023,In Progress
3207,23,36,2,22.22222222222222,,21,9,2023,In Progress
3208,24,36,6,100.0,knowledge.pdf,9,10,2023,Completed
3209,24,36,2,33.33333333333333,,10,10,2023,In Progress
3210,25,36,1,6.666666666666667,,1,10,2023,In Progress
3211,25,36,11,73.33333333333333,,26,9,2023,In Progress
3212,25,36,2,13.333333333333334,,23,9,2023,In Progress
3213,25,36,6,40.0,,28,9,2023,In Progress
3214,25,36,5,33.33333333333333,,23,9,2023,In Progress
3215,26,36,3,21.428571428571427,,23,11,2023,In Progress
3216,26,36,2,14.285714285714285,,24,11,2023,In Progress
3217,26,36,9,64.28571428571429,,15,12,2023,In Progress
3218,26,36,2,14.285714285714285,,16,1,2024,In Progress
3219,27,36,7,70.0,,17,9,2023,In Progress
3220,27,36,2,20.0,,8,10,2023,In Progress
3221,27,36,5,50.0,,3,10,2023,In Progress
3222,28,36,5,83.33333333333334,,2,1,2024,In Progress
3223,29,36,4,22.22222222222222,,10,10,2023,In Progress
3224,29,36,16,88.88888888888889,,4,10,2023,In Progress
3225,29,36,8,44.44444444444444,,5,10,2023,In Progress
3226,29,36,5,27.77777777777778,,11,10,2023,In Progress
3227,30,36,6,33.33333333333333,,9,10,2023,In Progress
3228,30,36,9,50.0,,14,9,2023,In Progress
3229,30,36,11,61.11111111111112,,2,10,2023,In Progress
3230,1,37,1,20.0,,18,4,2020,In Progress
3231,1,37,1,20.0,,25,4,2020,In Progress
3232,1,37,3,60.0,,8,5,2020,In Progress
3233,1,37,4,80.0,,27,4,2020,In Progress
3234,2,37,7,77.77777777777779,,12,9,2020,In Progress
3235,2,37,4,44.44444444444444,,22,9,2020,In Progress
3236,2,37,8,88.88888888888889,,2,10,2020,In Progress
3237,2,37,2,22.22222222222222,,8,11,2020,In Progress
3238,2,37,4,44.44444444444444,,1,12,2020,In Progress
3239,3,37,4,40.0,,10,5,2024,In Progress
3240,3,37,9,90.0,,22,5,2024,In Progress
3241,3,37,2,20.0,,17,6,2024,In Progress
3242,3,37,4,40.0,,6,6,2024,In Progress
3243,4,37,6,40.0,,7,10,2021,In Progress
3244,5,37,6,85.71428571428571,,24,2,2021,In Progress
3245,6,37,3,17.647058823529413,,4,1,2024,In Progress
3246,7,37,10,62.5,,24,8,2022,In Progress
3247,7,37,8,50.0,,6,9,2022,In Progress
3248,7,37,4,25.0,,13,9,2022,In Progress
3249,7,37,4,25.0,,23,9,2022,In Progress
3250,7,37,15,93.75,,28,8,2022,In Progress
3251,8,37,1,6.666666666666667,,26,9,2024,In Progress
3252,8,37,15,100.0,run.pdf,7,10,2024,Completed
3253,8,37,1,6.666666666666667,,24,10,2024,In Progress
3254,9,37,5,100.0,town.pdf,16,3,2020,Completed
3255,9,37,5,100.0,government.pdf,3,4,2020,Completed
3256,10,37,13,100.0,right.pdf,10,7,2024,Completed
3257,10,37,8,61.53846153846154,,19,7,2024,In Progress
3258,10,37,2,15.384615384615383,,17,8,2024,In Progress
3259,11,37,11,84.61538461538461,,27,11,2022,In Progress
3260,11,37,6,46.15384615384615,,8,12,2022,In Progress
3261,12,37,3,37.5,,8,12,2021,In Progress
3262,12,37,8,100.0,pay.pdf,10,12,2021,Completed
3263,12,37,1,12.5,,16,12,2021,In Progress
3264,13,37,9,100.0,could.pdf,2,7,2020,Completed
3265,13,37,2,22.22222222222222,,19,7,2020,In Progress
3266,13,37,5,55.55555555555556,,14,7,2020,In Progress
3267,14,37,20,100.0,give.pdf,14,4,2022,Completed
3268,15,37,5,35.714285714285715,,18,12,2021,In Progress
3269,15,37,6,42.85714285714285,,21,12,2021,In Progress
3270,15,37,12,85.71428571428571,,11,1,2022,In Progress
3271,16,37,2,28.57142857142857,,27,5,2020,In Progress
3272,16,37,6,85.71428571428571,,1,6,2020,In Progress
3273,16,37,7,100.0,tough.pdf,2,7,2020,Completed
3274,17,37,5,55.55555555555556,,6,3,2020,In Progress
3275,18,37,9,81.81818181818183,,24,4,2024,In Progress
3276,18,37,11,100.0,return.pdf,25,4,2024,Completed
3277,19,37,5,33.33333333333333,,1,10,2022,In Progress
3278,19,37,14,93.33333333333331,,9,10,2022,In Progress
3279,20,37,6,40.0,,2,11,2021,In Progress
3280,20,37,13,86.66666666666667,,9,11,2021,In Progress
3281,20,37,10,66.66666666666666,,10,12,2021,In Progress
3282,20,37,2,13.333333333333334,,1,1,2022,In Progress
3283,21,37,16,100.0,mother.pdf,21,3,2021,Completed
3284,21,37,10,62.5,,10,4,2021,In Progress
3285,21,37,4,25.0,,31,3,2021,In Progress
3286,21,37,8,50.0,,11,4,2021,In Progress
3287,21,37,14,87.5,,12,5,2021,In Progress
3288,22,37,12,85.71428571428571,,28,7,2022,In Progress
3289,22,37,3,21.428571428571427,,29,7,2022,In Progress
3290,22,37,5,35.714285714285715,,7,8,2022,In Progress
3291,23,37,4,44.44444444444444,,16,9,2023,In Progress
3292,23,37,1,11.11111111111111,,2,10,2023,In Progress
3293,23,37,2,22.22222222222222,,6,10,2023,In Progress
3294,24,37,4,66.66666666666666,,12,7,2023,In Progress
3295,24,37,3,50.0,,29,7,2023,In Progress
3296,24,37,4,66.66666666666666,,13,8,2023,In Progress
3297,25,37,5,33.33333333333333,,23,1,2023,In Progress
3298,25,37,14,93.33333333333331,,2,2,2023,In Progress
3299,26,37,4,28.57142857142857,,23,11,2023,In Progress
3300,26,37,2,14.285714285714285,,3,12,2023,In Progress
3301,27,37,2,20.0,,11,1,2021,In Progress
3302,27,37,2,20.0,,27,1,2021,In Progress
3303,28,37,1,16.666666666666664,,2,1,2024,In Progress
3304,28,37,4,66.66666666666666,,12,1,2024,In Progress
3305,28,37,1,16.666666666666664,,18,1,2024,In Progress
3306,29,37,9,50.0,,13,8,2022,In Progress
3307,30,37,16,88.88888888888889,,13,2,2021,In Progress
3308,30,37,6,33.33333333333333,,27,2,2021,In Progress
3309,1,38,5,100.0,return.pdf,19,4,2021,Completed
3310,1,38,2,40.0,,15,4,2021,In Progress
3311,2,38,6,66.66666666666666,,14,4,2021,In Progress
3312,2,38,7,77.77777777777779,,15,4,2021,In Progress
3313,2,38,5,55.55555555555556,,20,4,2021,In Progress
3314,2,38,2,22.22222222222222,,30,4,2021,In Progress
3315,2,38,8,88.88888888888889,,3,5,2021,In Progress
3316,3,38,10,100.0,city.pdf,10,5,2024,Completed
3317,3,38,10,100.0,price.pdf,11,5,2024,Completed
3318,3,38,7,70.0,,13,6,2024,In Progress
3319,4,38,5,33.33333333333333,,7,10,2021,In Progress
3320,4,38,1,6.666666666666667,,20,10,2021,In Progress
3321,5,38,7,100.0,vote.pdf,24,4,2021,Completed
3322,5,38,3,42.85714285714285,,3,4,2021,In Progress
3323,5,38,2,28.57142857142857,,5,4,2021,In Progress
3324,5,38,4,57.14285714285714,,30,4,2021,In Progress
3325,5,38,3,42.85714285714285,,3,4,2021,In Progress
3326,6,38,16,94.11764705882352,,4,1,2024,In Progress
3327,6,38,16,94.11764705882352,,9,1,2024,In Progress
3328,7,38,4,25.0,,24,8,2022,In Progress
3329,7,38,16,100.0,building.pdf,2,9,2022,Completed
3330,8,38,3,20.0,,26,9,2024,In Progress
3331,8,38,15,100.0,toward.pdf,29,9,2024,Completed
3332,8,38,6,40.0,,4,10,2024,In Progress
3333,9,38,4,80.0,,22,4,2021,In Progress
3334,10,38,7,53.84615384615385,,10,7,2024,In Progress
3335,10,38,3,23.07692307692308,,24,7,2024,In Progress
3336,11,38,3,23.07692307692308,,27,11,2022,In Progress
3337,12,38,2,25.0,,8,12,2021,In Progress
3338,13,38,7,77.77777777777779,,6,4,2021,In Progress
3339,13,38,2,22.22222222222222,,16,4,2021,In Progress
3340,13,38,8,88.88888888888889,,22,4,2021,In Progress
3341,14,38,13,65.0,,14,4,2022,In Progress
3342,14,38,1,5.0,,1,5,2022,In Progress
3343,15,38,6,42.85714285714285,,18,12,2021,In Progress
3344,16,38,7,100.0,open.pdf,18,4,2021,Completed
3345,16,38,5,71.42857142857143,,11,4,2021,In Progress
3346,16,38,7,100.0,game.pdf,4,4,2021,Completed
3347,16,38,2,28.57142857142857,,7,4,2021,In Progress
3348,17,38,7,77.77777777777779,,1,5,2021,In Progress
3349,17,38,2,22.22222222222222,,16,4,2021,In Progress
3350,17,38,3,33.33333333333333,,4,4,2021,In Progress
3351,17,38,7,77.77777777777779,,29,4,2021,In Progress
3352,18,38,7,63.63636363636363,,24,4,2024,In Progress
3353,18,38,6,54.54545454545454,,6,5,2024,In Progress
3354,18,38,10,90.9090909090909,,1,6,2024,In Progress
3355,19,38,7,46.66666666666666,,1,10,2022,In Progress
3356,19,38,10,66.66666666666666,,14,10,2022,In Progress
3357,19,38,14,93.33333333333331,,4,11,2022,In Progress
3358,19,38,15,100.0,group.pdf,30,11,2022,Completed
3359,20,38,15,100.0,step.pdf,2,11,2021,Completed
3360,20,38,2,13.333333333333334,,12,11,2021,In Progress
3361,21,38,3,18.75,,19,4,2021,In Progress
3362,22,38,13,92.85714285714286,,28,7,2022,In Progress
3363,22,38,14,100.0,animal.pdf,10,8,2022,Completed
3364,22,38,14,100.0,sit.pdf,19,8,2022,Completed
3365,22,38,6,42.85714285714285,,20,9,2022,In Progress
3366,23,38,4,44.44444444444444,,16,9,2023,In Progress
3367,23,38,4,44.44444444444444,,30,9,2023,In Progress
3368,23,38,9,100.0,example.pdf,24,9,2023,Completed
3369,24,38,6,100.0,very.pdf,12,7,2023,Completed
3370,24,38,1,16.666666666666664,,30,7,2023,In Progress
3371,25,38,14,93.33333333333331,,23,1,2023,In Progress
3372,26,38,11,78.57142857142857,,23,11,2023,In Progress
3373,26,38,2,14.285714285714285,,29,11,2023,In Progress
3374,26,38,12,85.71428571428571,,11,12,2023,In Progress
3375,27,38,9,90.0,,8,4,2021,In Progress
3376,27,38,6,60.0,,13,4,2021,In Progress
3377,27,38,5,50.0,,20,4,2021,In Progress
3378,27,38,9,90.0,,8,4,2021,In Progress
3379,27,38,7,70.0,,3,4,2021,In Progress
3380,28,38,5,83.33333333333334,,2,1,2024,In Progress
3381,29,38,4,22.22222222222222,,13,8,2022,In Progress
3382,29,38,16,88.88888888888889,,21,8,2022,In Progress
3383,29,38,18,100.0,day.pdf,31,8,2022,Completed
3384,29,38,2,11.11111111111111,,28,8,2022,In Progress
3385,29,38,2,11.11111111111111,,16,10,2022,In Progress
3386,30,38,10,55.55555555555556,,7,4,2021,In Progress
3387,1,39,3,60.0,,25,3,2021,In Progress
3388,1,39,2,40.0,,29,3,2021,In Progress
3389,1,39,4,80.0,,19,3,2021,In Progress
3390,1,39,4,80.0,,10,3,2021,In Progress
3391,1,39,3,60.0,,26,3,2021,In Progress
3392,2,39,4,44.44444444444444,,22,3,2021,In Progress
3393,2,39,6,66.66666666666666,,31,3,2021,In Progress
3394,2,39,7,77.77777777777779,,21,3,2021,In Progress
3395,3,39,6,60.0,,10,5,2024,In Progress
3396,3,39,10,100.0,nation.pdf,25,5,2024,Completed
3397,3,39,7,70.0,,19,6,2024,In Progress
3398,4,39,3,20.0,,7,10,2021,In Progress
3399,5,39,7,100.0,role.pdf,21,3,2021,Completed
3400,5,39,3,42.85714285714285,,1,4,2021,In Progress
3401,6,39,3,17.647058823529413,,4,1,2024,In Progress
3402,6,39,1,5.88235294117647,,14,1,2024,In Progress
3403,6,39,7,41.17647058823529,,10,1,2024,In Progress
3404,6,39,16,94.11764705882352,,1,3,2024,In Progress
3405,6,39,14,82.35294117647058,,29,2,2024,In Progress
3406,7,39,1,6.25,,24,8,2022,In Progress
3407,7,39,13,81.25,,3,9,2022,In Progress
3408,8,39,14,93.33333333333331,,26,9,2024,In Progress
3409,8,39,9,60.0,,27,9,2024,In Progress
3410,8,39,12,80.0,,18,10,2024,In Progress
3411,8,39,2,13.333333333333334,,2,10,2024,In Progress
3412,8,39,14,93.33333333333331,,30,9,2024,In Progress
3413,9,39,3,60.0,,7,3,2021,In Progress
3414,9,39,4,80.0,,16,3,2021,In Progress
3415,10,39,12,92.3076923076923,,10,7,2024,In Progress
3416,11,39,5,38.46153846153847,,27,11,2022,In Progress
3417,12,39,2,25.0,,8,12,2021,In Progress
3418,12,39,1,12.5,,20,12,2021,In Progress
3419,12,39,4,50.0,,16,12,2021,In Progress
3420,12,39,4,50.0,,1,1,2022,In Progress
3421,13,39,9,100.0,bad.pdf,7,3,2021,Completed
3422,13,39,5,55.55555555555556,,31,3,2021,In Progress
3423,14,39,5,25.0,,14,4,2022,In Progress
3424,14,39,2,10.0,,20,4,2022,In Progress
3425,14,39,12,60.0,,24,4,2022,In Progress
3426,14,39,16,80.0,,29,4,2022,In Progress
3427,15,39,10,71.42857142857143,,18,12,2021,In Progress
3428,15,39,11,78.57142857142857,,26,12,2021,In Progress
3429,15,39,6,42.85714285714285,,23,1,2022,In Progress
3430,15,39,3,21.428571428571427,,30,12,2021,In Progress
3431,15,39,10,71.42857142857143,,19,1,2022,In Progress
3432,16,39,4,57.14285714285714,,29,3,2021,In Progress
3433,16,39,3,42.85714285714285,,17,3,2021,In Progress
3434,16,39,2,28.57142857142857,,22,3,2021,In Progress
3435,16,39,1,14.285714285714285,,17,3,2021,In Progress
3436,17,39,1,11.11111111111111,,6,3,2021,In Progress
3437,17,39,8,88.88888888888889,,17,3,2021,In Progress
3438,17,39,8,88.88888888888889,,6,3,2021,In Progress
3439,17,39,1,11.11111111111111,,2,3,2021,In Progress
3440,18,39,5,45.45454545454545,,24,4,2024,In Progress
3441,18,39,6,54.54545454545454,,8,5,2024,In Progress
3442,18,39,9,81.81818181818183,,26,5,2024,In Progress
3443,18,39,8,72.72727272727273,,9,5,2024,In Progress
3444,19,39,1,6.666666666666667,,1,10,2022,In Progress
3445,19,39,8,53.333333333333336,,7,10,2022,In Progress
3446,19,39,5,33.33333333333333,,29,10,2022,In Progress
3447,19,39,14,93.33333333333331,,9,11,2022,In Progress
3448,20,39,8,53.333333333333336,,2,11,2021,In Progress
3449,20,39,15,100.0,over.pdf,3,11,2021,Completed
3450,20,39,8,53.333333333333336,,14,11,2021,In Progress
3451,20,39,14,93.33333333333331,,11,12,2021,In Progress
3452,20,39,11,73.33333333333333,,8,12,2021,In Progress
3453,21,39,12,75.0,,23,3,2021,In Progress
3454,21,39,11,68.75,,31,3,2021,In Progress
3455,21,39,2,12.5,,24,4,2021,In Progress
3456,22,39,8,57.14285714285714,,28,7,2022,In Progress
3457,22,39,1,7.142857142857142,,4,8,2022,In Progress
3458,22,39,9,64.28571428571429,,9,8,2022,In Progress
3459,22,39,9,64.28571428571429,,2,9,2022,In Progress
3460,23,39,9,100.0,next.pdf,16,9,2023,Completed
3461,23,39,9,100.0,former.pdf,22,9,2023,Completed
3462,24,39,1,16.666666666666664,,12,7,2023,In Progress
3463,24,39,2,33.33333333333333,,31,7,2023,In Progress
3464,24,39,5,83.33333333333334,,3,8,2023,In Progress
3465,25,39,6,40.0,,23,1,2023,In Progress
3466,25,39,6,40.0,,8,2,2023,In Progress
3467,26,39,5,35.714285714285715,,23,11,2023,In Progress
3468,26,39,2,14.285714285714285,,5,12,2023,In Progress
3469,26,39,5,35.714285714285715,,25,12,2023,In Progress
3470,26,39,7,50.0,,2,12,2023,In Progress
3471,27,39,7,70.0,,14,3,2021,In Progress
3472,27,39,8,80.0,,26,3,2021,In Progress
3473,27,39,4,40.0,,15,3,2021,In Progress
3474,27,39,1,10.0,,19,3,2021,In Progress
3475,28,39,3,50.0,,2,1,2024,In Progress
3476,29,39,15,83.33333333333334,,13,8,2022,In Progress
3477,29,39,3,16.666666666666664,,1,9,2022,In Progress
3478,30,39,4,22.22222222222222,,3,3,2021,In Progress
3479,30,39,18,100.0,international.pdf,4,3,2021,Completed
3480,1,40,5,100.0,cost.pdf,2,3,2022,Completed
3481,1,40,1,20.0,,7,3,2022,In Progress
3482,1,40,5,100.0,under.pdf,16,2,2022,Completed
3483,1,40,3,60.0,,10,2,2022,In Progress
3484,1,40,3,60.0,,2,3,2022,In Progress
3485,2,40,2,22.22222222222222,,22,2,2022,In Progress
3486,2,40,4,44.44444444444444,,12,2,2022,In Progress
3487,3,40,9,90.0,,10,5,2024,In Progress
3488,4,40,2,13.333333333333334,,20,2,2022,In Progress
3489,4,40,15,100.0,fly.pdf,15,2,2022,Completed
3490,4,40,12,80.0,,6,3,2022,In Progress
3491,4,40,15,100.0,sing.pdf,20,2,2022,Completed
3492,5,40,1,14.285714285714285,,2,3,2022,In Progress
3493,5,40,3,42.85714285714285,,25,2,2022,In Progress
3494,5,40,6,85.71428571428571,,19,2,2022,In Progress
3495,5,40,2,28.57142857142857,,3,3,2022,In Progress
3496,6,40,5,29.411764705882355,,4,1,2024,In Progress
3497,6,40,12,70.58823529411765,,15,1,2024,In Progress
3498,6,40,1,5.88235294117647,,26,1,2024,In Progress
3499,6,40,2,11.76470588235294,,28,1,2024,In Progress
3500,6,40,5,29.411764705882355,,17,2,2024,In Progress
3501,7,40,10,62.5,,24,8,2022,In Progress
3502,8,40,12,80.0,,26,9,2024,In Progress
3503,8,40,10,66.66666666666666,,28,9,2024,In Progress
3504,8,40,4,26.666666666666668,,22,10,2024,In Progress
3505,8,40,5,33.33333333333333,,2,10,2024,In Progress
3506,8,40,2,13.333333333333334,,21,11,2024,In Progress
3507,9,40,4,80.0,,6,2,2022,In Progress
3508,9,40,5,100.0,husband.pdf,7,3,2022,Completed
3509,10,40,12,92.3076923076923,,10,7,2024,In Progress
3510,10,40,7,53.84615384615385,,25,7,2024,In Progress
3511,11,40,11,84.61538461538461,,27,11,2022,In Progress
3512,11,40,1,7.6923076923076925,,4,12,2022,In Progress
3513,11,40,6,46.15384615384615,,29,12,2022,In Progress
3514,11,40,4,30.76923076923077,,2,1,2023,In Progress
3515,12,40,8,100.0,husband.pdf,13,2,2022,Completed
3516,13,40,2,22.22222222222222,,8,3,2022,In Progress
3517,13,40,6,66.66666666666666,,8,3,2022,In Progress
3518,13,40,3,33.33333333333333,,28,2,2022,In Progress
3519,13,40,9,100.0,civil.pdf,6,2,2022,Completed
3520,13,40,3,33.33333333333333,,15,2,2022,In Progress
3521,14,40,18,90.0,,14,4,2022,In Progress
3522,14,40,4,20.0,,17,4,2022,In Progress
3523,15,40,3,21.428571428571427,,25,2,2022,In Progress
3524,15,40,7,50.0,,16,2,2022,In Progress
3525,15,40,7,50.0,,27,2,2022,In Progress
3526,15,40,7,50.0,,14,2,2022,In Progress
3527,16,40,2,28.57142857142857,,13,2,2022,In Progress
3528,16,40,3,42.85714285714285,,8,3,2022,In Progress
3529,16,40,6,85.71428571428571,,2,3,2022,In Progress
3530,16,40,6,85.71428571428571,,6,2,2022,In Progress
3531,16,40,1,14.285714285714285,,16,2,2022,In Progress
3532,17,40,8,88.88888888888889,,22,2,2022,In Progress
3533,18,40,5,45.45454545454545,,24,4,2024,In Progress
3534,19,40,9,60.0,,1,10,2022,In Progress
3535,19,40,11,73.33333333333333,,11,10,2022,In Progress
3536,19,40,2,13.333333333333334,,11,10,2022,In Progress
3537,19,40,4,26.666666666666668,,31,10,2022,In Progress
3538,20,40,15,100.0,firm.pdf,2,3,2022,Completed
3539,20,40,15,100.0,year.pdf,4,3,2022,Completed
3540,20,40,3,20.0,,14,2,2022,In Progress
3541,20,40,10,66.66666666666666,,15,2,2022,In Progress
3542,20,40,5,33.33333333333333,,15,2,2022,In Progress
3543,21,40,15,93.75,,20,2,2022,In Progress
3544,21,40,2,12.5,,15,2,2022,In Progress
3545,21,40,10,62.5,,14,2,2022,In Progress
3546,21,40,1,6.25,,15,2,2022,In Progress
3547,21,40,8,50.0,,1,3,2022,In Progress
3548,22,40,7,50.0,,28,7,2022,In Progress
3549,22,40,13,92.85714285714286,,30,7,2022,In Progress
